noradId,name,orbit_type,country,owner,users,purpose,launch_date,extra_info
33412,COSMO-Skymed 3,LEO,Italy,Italian Space Agency/Ministry of Defense,Military/Government,Earth Observation,10/25/2008,"Earth imaging; synthetic aperture radar (SAR) operating in X-band, focus on Mediterranean security."
37216,COSMO-Skymed 4,LEO,Italy,Italian Space Agency/Ministry of Defense,Military/Government,Earth Observation,11/6/2010,"Earth imaging; synthetic aperture radar (SAR) operating in X-band, focus on Mediterranean security."
51444,COSMO-Skymed FM2,LEO,Italy,Italian Space Agency/Ministry of Defense,Military/Government,Earth Observation,1/31/2022,"Second generation. Earth imaging; synthetic aperture radar (SAR) operating in X-band, focus on Mediterranean security."
40555,Cosmos 2504,LEO,Russia,Ministry of Defense,Military,Technology Development,3/31/2015,Unknown purpose; displays high maneuverability. 
44421,Cosmos 2535,LEO,Russia,Ministry of Defense,Military,Technology Development,7/10/2019,Conducted a series of proximity maneuvers on-orbit.
44424,Cosmos 2536,LEO,Russia,Ministry of Defense,Military,Technology Development,7/10/2019,Conducted a series of proximity maneuvers on-orbit.
44797,Cosmos 2542,LEO,Russia,Ministry of Defense,Military,Earth/Space Observation,11/25/2019,Believed to be surveillance satellite - released subsatellite thought to be an inspector - Cosmos 2543
44835,Cosmos 2543,LEO,Russia,Ministry of Defense,Military,Earth/Space Observation,11/25/2019,
56091,Cosmos 2568,LEO,Russia,Ministry of Defense,Military,Earth/Space Observation,3/29/2023,Believed to be a surveillance satellite
44422,Cosmos 2537,LEO,Russia,Ministry of Defense,Military,Technology Development,7/10/2019,
44423,Cosmos 2538,LEO,Russia,Ministry of Defense,Military,Technology Development,7/10/2019,
40380,CP-10,LEO,USA,California Polytechnic State University/NASA JPL,Government/Civil,Earth Observation,1/31/2015,Measuring the Elemental Composition of the Exosphere
36508,Cryosat-2,LEO,ESA,European Space Agency (ESA),Government,Earth Observation,4/8/2010,"Remote sensing, part of ESA's ice mission. Will measure polar ice for three years. Spacecraft has no solar panels."
44873,CSG-1,LEO,Italy,Italian Space Agency/Ministry of Defense,Military/Government,Earth Observation,12/18/2019,Second generation.
43793,CSIM-FD,LEO,USA,University of Colorado,Civil,Space Science,12/3/2018,Space science.
43866,CSO-1,LEO,France,Directorate General of Armaments (DGA),Military,Earth Observation,12/19/2018,"Part of the MUSIS (Multinational Space-based Imaging System) programme, is resolutely open to European partnerships through bilateral agreements."
47305,CSO-2,LEO,France,Directorate General of Armaments (DGA),Military,Earth Observation,12/28/2020,Exactly the same as COS-1
39440,Cubebug 2,LEO,Argentina,"Argentinian Ministry of Science, Technology and Productive Innovation/Radio Club Bariloche",Civil,Technology Development,11/21/2013,Amateur radio satellite.
43858,Cubesail T,LEO,USA,University of Illinois Urbana-Champaign,Civil,Technology Development,12/16/2018,Consists of two 1.5-unit CubeSats; will separate once in orbit and unspool a 250-meter solar sail ribbon between the two. Test novel approaches to using solar sails for propulsion.
27848,Cubesat XI-IV ,LEO,Japan,"Department of Astronautics, University of Tokyo",Civil,Technology Development,6/30/2003,On-orbit verification of the super small satellite (nano-satellite) bus system using commercial-off-the-shell components.
49264,CuPID,LEO,USA,National Aeronautics and Space Administration (NASA),Government,Earth Science,9/27/2021,Image the boundary where Earth’s magnetic field interacts with the Sun’s.
49263,CUTE,LEO,USA,"Department of Astrophysical and Planetary Science, UC Boulder/National Aeronautics and Space Administration (NASA)",Government,Space Science,9/27/2021, Study extreme atmospheric mass loss on planets in our solar system today on extrasolar planets
41887,CYGNSS-A,LEO,USA,University of Michigan/NASA Earth Science Technology Office,Government,Earth Observation,12/15/2016,
41886,CYGNSS-B,LEO,USA,University of Michigan/NASA Earth Science Technology Office,Government,Earth Observation,12/15/2016,
41891,CYGNSS-C,LEO,USA,University of Michigan/NASA Earth Science Technology Office,Government,Earth Observation,12/15/2016,
41885,CYNGSS-D,LEO,USA,University of Michigan/NASA Earth Science Technology Office,Government,Earth Observation,12/15/2016,
41884,CYGNSS-E,LEO,USA,University of Michigan/NASA Earth Science Technology Office,Government,Earth Observation,12/15/2016,"8-satellite constellation to return measurements of winds at the cores of hurricanes to better understand the formation, growth and dissipation of tropical cyclones."
41889,CYGNSS-F,LEO,USA,University of Michigan/NASA Earth Science Technology Office,Government,Earth Observation,12/15/2016,
41890,CYGNSS-G,LEO,USA,University of Michigan/NASA Earth Science Technology Office,Government,Earth Observation,12/15/2016,
41888,CYGNSS-H,LEO,USA,University of Michigan/NASA Earth Science Technology Office,Government,Earth Observation,12/15/2016,
43881,D-Star ONE Sparrow,LEO,Germany,German Orbital Systems ,Commercial,Technology Development,12/27/2018,Demonstrate smallsat technologies.
48922,D2/AtlaCom-1 ,LEO,Mexico,Mexican Space Agency/NanoAvionics,Government,Earth Observation,6/30/2021,Educational tool for nations students/help to boost agricultural production
39766,Daichi-2,LEO,Japan,Japan Aerospace Exploration Agency (JAXA),Government,Earth Observation,5/24/2014,Follow-on to ALOS-1 mission.
41173,DAMPE,LEO,China,Chinese Academy of Sciences,Government,Space Science,12/17/2015,First dedicated astrophysics observatory put into space by China.
43857,DaVinci,LEO,USA,North Idaho STEM Charter Academy,Civil,Educational,12/16/2018,"Teach students about radio waves, aeronautical engineering, space propulsion, and geography by sending a communication signal to schools around the world."
51845,Dayun,LEO,China,ADA Space (?),Commercial,Earth Observation,2/27/2022,AI satellite that will serve for the Chengdu 2021 FISU World University Games to be held from 26 June to 7 July 2022.
40912,DCBB,LEO,China,China Amateur Satellite - CAMSAT,Civil,Technology Development,9/19/2015,
35681,Deimos 1,LEO,Spain,Deimos Imaging/DMC International Imaging (DMCII),Government,Earth Observation,7/29/2009,Part of international Disaster Monitoring Constellation.
40013,Deimos 2,LEO,Spain,Deimos Imaging/DMC International Imaging (DMCII),Government,Earth Observation,6/19/2014,Part of international Disaster Monitoring Constellation.
46493,Dekart,LEO,Russia,Moscow State University,Civil,Space Science,9/28/2020,Charged particle and gamma ray detectors to study space weather phenomena.
32789,Delfi-C3,LEO,Netherlands,"Technical University, Delft",Civil,Technology Development,4/28/2008,Flight test thin film solar cells and an advanced transceiver.
45916,DeMi,LEO,USA,Massachusetts Institute of Technology,Civil,Technology Development,7/13/2020,Development of a flexible mirror that can be used to correct defects caused by such as aberration and speckle in astronomical images
56180,DEWASAT-2,LEO,United Arab Emirates,Dubai Electricity and Water Authority (DEWA),Government,Earth Observation,4/15/2023,UAE's first earth observation satellite.
49016,DhabiSat-1,LEO,United Arab Emirates,Khalifa University,Civil,Technology Development,2/20/2021,Developed by students at Khalifa University working with Yahsat.
42922,DHFR,LEO,USA,DARPA (Defense Advanced Research Projects Agency),Military,Technology Development,8/26/2017,Hosts a high frequency receiver.
42786,Diamond Blue,LEO,United Kingdom,"Sky and Space Global, UK",Commercial,Technology Development,6/23/2017,Pathfinders for Sky and Space Global's 200 Satellite LEO constellation.
42785,Diamond Green,LEO,United Kingdom,"Sky and Space Global, UK",Commercial,Technology Development,6/23/2017,Pathfinders for Sky and Space Global's 200 Satellite LEO constellation.
42783,Diamond Red,LEO,United Kingdom,"Sky and Space Global, UK",Commercial,Technology Development,6/23/2017,Pathfinders for Sky and Space Global's 200 Satellite LEO constellation.
42000,Dido-2,LEO,Switzerland,SpacePharma,Commercial,Technology Development,2/15/2017,"To test a miniaturized end-to-end pharmaceutical laboratory in space, allowing microgravity conditions."
46284,Dido-3,LEO,Switzerland,SpacePharma,Commercial,Space Science,9/2/2020,A miniaturized laboratory with four experiments in space.
31862,DirecTV-10,GEO,USA,"DirecTV, Inc.",Commercial,Communications,7/7/2007,32 broad-beam Ka band; 55 spot-beam Ka-band transponders; will provide HDTV to CONUS.
32729,DirecTV-11,GEO,USA,"DirecTV, Inc.",Commercial,Communications,3/19/2008,High definition channels for North America.
36131,DirecTV-12,GEO,USA,"DirecTV, Inc.",Commercial,Communications,12/29/2009,High-definition for North America.
40333,DirecTV-14,GEO,USA,"DirecTV, Inc.",Commercial,Communications,12/6/2014,20-kilowatt Ka- and reverse-band digital broadcast satellite (DBS) that will ultimately bring 4K UHD content to DirecTV’s US customers.
40663,DirecTV-15,GEO,USA,"DirecTV, Inc.",Commercial,Communications,5/27/2015,"Expand national capacity for both HD and 4K Ultra HD channels, as well as provide critical backup for existing CONUS transponders. "
27426,DirecTV-5,GEO,USA,"DirecTV, Inc.",Commercial,Communications,5/7/2002,Digital television to North American subscribers; 32 Ku-band; direct broadcasting.
28659,DirecTV-8,GEO,USA,"DirecTV, Inc.",Commercial,Communications,5/22/2005,36 Ku- and Ka-band transponders.
29494,DirecTV-9S,GEO,USA,"DirecTV, Inc.",Commercial,Communications,10/13/2006,"52 Ku-band and 2 Ka-band transponders; direct-to-home, voice, video and internet."
56222,DISCO-1,LEO,Denmark,"IT University of Copenhagen, University of Southern Denmark, Aalborg University and Aarhus University",Civil,Space Science,4/15/2023,Test AI in space.
43678,Diwata-2B,LEO,Japan,"Philippines’ Department of Science and Technology, University of the Philippines Diliman, and Japan’s Hokkaido University and Tohoku University",Civil,Earth Observation,10/29/2018,Optical imaging.
25757,DLR Tubsat,LEO,Germany,Deutsches Zentrum für Luft- und Raumfahrt,Government,Earth Science,5/26/1999,Transmits image of its own view; not currently used for scientific mission but operational.
40715,DMC 3-1,LEO,United Kingdom,Surrey Satellite Technology Ltd.,Commercial,Earth Observation,7/10/2015,"Being used commercially, but can provide data for disaster monitoring."
40716,DMC 3-2,LEO,United Kingdom,Surrey Satellite Technology Ltd.,Commercial,Earth Observation,7/10/2015,Second generation.
40717,DMC 3-3,LEO,United Kingdom,Surrey Satellite Technology Ltd.,Commercial,Earth Observation,7/10/2015,Second generation.
47940,DMSat-1,LEO,United Arab Emirates,Mohammend Bin Rashid Space Centre (MBRSC),Government,Earth Observation,3/22/2021,Perform multi-spectral observations in the visible and near-infrared bands in order to detect and monitor aerosols in the upper atmosphere.
24753,USA 131,LEO,USA,DoD/NOAA,Military,Earth Observation,4/4/1997,Near-polar orbits; investigate Earth's environment.
25991,USA 147,LEO,USA,DoD/NOAA,Military,Earth Observation,12/12/1999,Near-polar orbits; investigate Earth's environment. Problem with SSM/1 sensor to track sea ice.
28054,USA 172,LEO,USA,DoD/NOAA,Military,Earth Observation,10/18/2003,Near-polar orbits; investigate Earth's environment.
29522,USA 173,LEO,USA,DoD/NOAA,Military,Earth Observation,11/4/2006,Near-polar orbits; investigate Earth's environment.
35951,USA 210,LEO,USA,DoD/NOAA,Military,Earth Observation,10/18/2009,Near-polar orbits; investigate Earth's environment.
51084,Dodona,LEO,USA,"University of Southern California, Space Engineering Research Center/Lockheed Martin",Civil/Commercial,Technology Development,1/13/2022,Technology development.
44399,DoT-1,LEO,United Kingdom,Surrey Satellite Technology Ltd.,Commercial,Technology Development,7/5/2019,
43905,Dove 3k-10,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,12/27/2018,
43893,Dove 3k-4,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,12/27/2018,
43899,Dove 3k-5,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,12/27/2018,
43902,Dove 3k-7,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,12/27/2018,
43906,Dove 3k-9,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,12/27/2018,
42997,Dove 3m-4,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,10/31/2017,
41975,Dove 3p-11,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,2/14/2017,
41972,Dove  3p-12,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,2/14/2017,
41966,Dove 3p-2,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,2/14/2017,
42018,Dove  3p-23,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,2/14/2017,
41968,Dove 3p-37,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,2/14/2017,
42023,Dove 3p-32,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,2/14/2017,
41990,Dove 3p-33,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,2/14/2017,
41988,Dove 3p-34,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,2/14/2017,
41965,Dove 3p-4,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,2/14/2017,
42031,Dove 3p-46,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,2/14/2017,
42001,Dove 3p-49,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,2/14/2017,
42029,Dove 3p-50,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,2/14/2017,
42014,Dove 3p-54,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,2/14/2017,
42041,Dove 3p-55,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,2/14/2017,
41978,Dove 3p-57,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,2/14/2017,
41977,Dove 3p-58,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,2/14/2017,
42009,Dove 3p-61,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,2/14/2017,
42034,Dove 3p-64,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,2/14/2017,
42028,Dove 3p-65,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,2/14/2017,
42027,Dove 3p-66,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,2/14/2017,
42048,Dove 3p-74,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,2/14/2017,
42019,Dove 3p-76,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,2/14/2017,
42026,Dove 3p-80,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,2/14/2017,
43747,Dove 3r-1,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,10/29/2018,
43725,Dove 3r-11,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,11/29/2018,
43724,Dove 3r-12,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,11/29/2018,
43733,Dove 3r-4,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,10/29/2018,
43741,Dove 3r-7,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,11/29/2018,
43742,Dove 3r-7,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,10/29/2018,
43723,Dove 3r-9,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,10/29/2018,
43769,Dove 3s-1,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,12/3/2018,
44088,Dove 4a-17,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,4/1/2019,
44090,Dove 4a-19,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,4/1/2019,
44080,Dove 4a-2,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,4/1/2019,
44095,Dove 4a-5,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,4/1/2019,
44098,Dove 4a-9,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,4/1/2019,
46813,Dove 4e'-1,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,10/28/2020,
46820,Dove 4e’-2,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,10/28/2020,
46819,Dove 4e’-3 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,10/28/2020,
46821,Dove 4e’-4 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,10/28/2020,
46817,Dove 4e’-5 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,10/28/2020,
46822,Dove 4e’-6 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,10/28/2020,
46814,Dove 4e'-8,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,10/28/2020,
46816,Dove 4e’-8,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,10/28/2020,
46815,Dove 4e’-9 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,10/28/2020,
44814,Dove 4p-1,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,11/27/2019,
44808,Dove 4p-10,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,11/27/2019,
44809,Dove 4p-11,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,11/27/2019,
44812,Dove 4p-3,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,11/27/2019,
44811,Dove 4p-4,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,11/27/2019,
44818,Dove 4p-5,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,11/27/2019,
44816,Dove 4p-7,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,11/27/2019,
47543,Dove 4s-1 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/24/2021,
47523,Dove 4s-10 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/24/2021,
47462,Dove 4s-11 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/24/2021,
47471,Dove 4s-12 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/24/2021,
47472,Dove 4s-13 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/24/2021,
47528,Dove 4s-14 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/24/2021,
47521,Dove 4s-15 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/24/2021,
47516,Dove 4s-16 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/24/2021,
47492,Dove 4s-17 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/24/2021,
47496,Dove 4s-18 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/24/2021,
47500,Dove 4s-19 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/24/2021,
47498,Dove 4s-2 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/24/2021,
47540,Dove 4s-20 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/24/2021,
47456,Dove 4s-21 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/24/2021,
47452,Dove 4s-22 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/24/2021,
47545,Dove 4s-23 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/24/2021,
47539,Dove 4s-24 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/24/2021,
47542,Dove 4s-25 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/24/2021,
47495,Dove 4s-27 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/24/2021,
47514,Dove 4s-28 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/24/2021,
47494,Dove 4s-3 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/24/2021,
47544,Dove 4s-30 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/24/2021,
47475,Dove 4s-31 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/24/2021,
47469,Dove 4s-33 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/24/2021,
47477,Dove 4s-34 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/24/2021,
47473,Dove 4s-35 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/24/2021,
47530,Dove 4s-36 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/24/2021,
47522,Dove 4s-37 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/24/2021,
47490,Dove 4s-39 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/24/2021,
47491,Dove 4s-4 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/24/2021,
47698,Dove 4s-41 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/24/2021,
47612,Dove 4s-42 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/24/2021,
47687,Dove 4s-43 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/24/2021,
47686,Dove 4s-44 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/24/2021,
47688,Dove 4s-45 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/24/2021,
47684,Dove 4s-46 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/24/2021,
47685,Dove 4s-47 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/24/2021,
47617,Dove 4s-48 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/24/2021,
47515,Dove 4s-5 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/24/2021,
47518,Dove 4s-6 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/24/2021,
47527,Dove 4s-7 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/24/2021,
47474,Dove 4s-8 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/24/2021,
47478,Dove 4s-9 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/24/2021,
46313,Dove 4v-1,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,9/2/2020,
46296,Dove 4v-10,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,9/2/2020,
46285,Dove 4v-11,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,9/2/2020,
46297,Dove 4v-13,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,9/2/2020,
46286,Dove 4v-14,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,9/2/2020,
46528,Dove 4v-15,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,9/25/2020,
46527,Dove 4v-16,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,9/25/2020,"12 Doves were placed on the ION SVC Dispenser, which was released on 10/3/2020. The 12 Doves were released over the next month."
46529,Dove 4v-17,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,10/2/2020,
46597,Dove 4v-18,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,10/3/2020,
46609,Dove 4v-19,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,10/3/2020,
46621,Dove 4v-20,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,10/3/2020,
46735,Dove 4v-22,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,10/3/2020,
46737,Dove 4v-23,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,10/3/2020,
46738,Dove 4v-24,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,10/3/2020,
46812,Dove 4v-25,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,10/3/2020,
46825,Dove 4v-26,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,10/3/2020,
46314,Dove 4v-4,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,9/2/2020,
46290,Dove 4v-5,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,9/2/2020,
46289,Dove 4v-6,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,9/2/2020,
46291,Dove 4v-7,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,9/2/2020,
46288,Dove 4v-8,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,9/2/2020,
51017,Dove 4x-1,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/13/2022,
51037,Dove 4x-10,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/13/2022,
51049,Dove 4x-11,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/13/2022,
51015,Dove 4x-12,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/13/2022,
51028,Dove 4x-13,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/13/2022,
51066,Dove 4x-14,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/13/2022,
51010,Dove 4x-15,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/13/2022,
51020,Dove 4x-16,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/13/2022,
51035,Dove 4x-17,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/13/2022,
51007,Dove 4x-18,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/13/2022,
51046,Dove 4x-19,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/13/2022,
50996,Dove 4x-2,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/13/2022,
50997,Dove 4x-20,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/13/2022,
51040,Dove 4x-21,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/13/2022,
51003,Dove 4x-22,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/13/2022,
51056,Dove 4x-24,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/13/2022,
51016,Dove 4x-25,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/13/2022,
51026,Dove 4x-26,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/13/2022,
51045,Dove 4x-28,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/13/2022,
51011,Dove 4x-29,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/13/2022,
51006,Dove 4x-3,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/13/2022,
51000,Dove 4x-30,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/13/2022,
51041,Dove 4x-31,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/13/2022,
51024,Dove 4x-32,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/13/2022,
51042,Dove 4x-34,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/13/2022,
51048,Dove 4x-35,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/13/2022,
51039,Dove 4x-36,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/13/2022,
51009,Dove 4x-37,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/13/2022,
51023,Dove 4x-38,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/13/2022,
51029,Dove 4x-39,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/13/2022,
51064,Dove 4x-4,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/13/2022,
51052,Dove 4x-40,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/13/2022,
51005,Dove 4x-41,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/13/2022,
51018,Dove 4x-42,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/13/2022,
51027,Dove 4x-43,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/13/2022,
50993,Dove 4x-44,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/13/2022,
51004,Dove 4x-5,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/13/2022,
51043,Dove 4x-6,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/13/2022,
51065,Dove 4x-7,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/13/2022,
50992,Dove 4x-8 ,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,1/13/2022,
